2023.01.03,130.0813821153808,130.70043202714172,123.98069642634582,124.87932586669922,112117500
2023.01.04,126.6965568291842,128.46386274747897,124.88931859412936,126.16736602783203,89113600
2023.01.05,126.93618294652792,127.5752066338182,124.56980097313728,124.82939910888672,80962700
2023.01.06,125.81790413062512,130.09137057812316,124.6996087905207,129.42239379882812,87754700
2023.01.09,130.2711033442867,133.20662383400455,129.6919857098399,129.9515838623047,70790800
2023.01.10,130.06141596956084,131.05989149124323,127.92467896258157,130.53070068359375,63896200
2023.01.11,131.04990843469568,133.30645756371482,130.26111949898726,133.2864990234375,69458900
2023.01.12,133.67590396354706,134.05531429097095,131.23962132138743,133.2066192626953,71379600
2023.01.13,131.82871637703568,134.7143099041903,131.45928532488415,134.55455017089844,57809700
2023.01.17,134.6244491893705,137.08069030895024,133.9255194088204,135.73275756835938,63646600
2023.01.18,136.61142185723642,138.3986862545701,134.82414222437606,135.00387573242188,69672800
2023.01.19,133.87559348561894,136.0422834376098,133.56606852612407,135.06378173828125,58280400
2023.01.20,135.07375754109984,137.80958575653864,134.01537600269344,137.65980529785156,80223600
2023.01.23,137.90943489209988,143.10151982010217,137.68976905735235,140.89488220214844,81760300
2023.01.24,140.09609676574968,142.94175807149068,140.08611749541132,142.31271362304688,66435100
2023.01.25,140.67521532029858,142.21286091655844,138.5983844116618,141.64373779296875,65799300
2023.01.26,142.95173537461514,144.03009074188174,141.68366722483955,143.74053955078125,54105100
2023.01.27,142.94175342031997,147.0055407027821,142.86187355363052,145.70751953125,70555800
2023.01.30,144.73901638047855,145.32811327382328,142.63223244863647,142.78199768066406,64015300
2023.01.31,142.4824502012381,144.1199494049024,142.06309232127214,144.0700225830078,65874500
2023.02.01,143.75051679449606,146.38649146547874,141.10456285345305,145.20828247070312,77663600
2023.02.02,148.6730014512102,150.9495244580467,147.9441185747257,150.590087890625,118339000
2023.02.03,147.80432760381535,157.14007965824945,147.60463555016733,154.26446533203125,154357300
2023.02.06,152.33741876747337,152.86660957898343,150.55013903872793,151.49868774414062,69858300
2023.02.07,150.4103490669821,154.99334796631518,150.4103490669821,154.4142303466797,83322600
2023.02.08,153.645419005558,154.3443488275137,150.93954362313198,151.6884002685547,64120100
2023.02.09,153.54556685880317,154.09473145125077,150.19068844511045,150.63999938964844,56007100
2023.02.10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,57450700
2023.02.13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,62199000
2023.02.14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,61707600
2023.02.15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,65573800
2023.02.16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,68167900
2023.02.17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,59144100
2023.02.21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,58867200
2023.02.22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,51011300
2023.02.23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,48394200
2023.02.24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,55469600
2023.02.27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,44998500
2023.02.28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,50547000
2023.03.01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,55479000
2023.03.02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,52238100
2023.03.03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,70668500
2023.03.06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,87558000
2023.03.07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,56182000
2023.03.08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,47204800
2023.03.09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,53833600
2023.03.10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,68524400
2023.03.13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,84457100
2023.03.14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,73695900
2023.03.15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,77167900
2023.03.16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,76161100
2023.03.17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,98862500
2023.03.20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,73641400
2023.03.21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,73938300
2023.03.22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,75701800
2023.03.23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,67622100
2023.03.24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,59196500
2023.03.27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,52390300
2023.03.28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,45992200
2023.03.29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,51305700
2023.03.30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,49456700