10:43:00.0,10750,46
10:47:00.0,10750,36
10:48:00.0,10750,82
10:49:00.0,10750,39
10:54:00.0,10750,6
10:55:00.0,10750,14
10:57:00.0,10750,14
10:59:00.0,10750,87.5
11:00:00.0,10750,52
11:01:00.0,10766.08974,19.3461538
11:02:00.0,10759.45205,11.7123287
11:03:00.0,10759.27273,15.9636363
11:04:00.0,10749.85075,11.641791
11:05:00.0,10748.16327,26.0816326
11:06:00.0,10748.68852,14.6557377
11:07:00.0,10748.77193,6.5789473
11:08:00.0,10750,5.9464285
11:09:00.0,10750,37.5
11:10:00.0,10759.06977,8.3488372
11:11:00.0,10761.2,28.68
11:12:00.0,10758.09524,22.6666666
11:13:00.0,10755.5,3
11:14:00.0,10755,12
11:15:00.0,10760,48.6
11:16:00.0,10759,12.1
11:17:00.0,10759.21053,16.2631578
11:18:00.0,10760,4.6466165
11:19:00.0,10760.66667,5.2
11:20:00.0,10759,7.2
11:21:00.0,10763.75,24.65625
11:22:00.0,10766.73913,20.347826
11:23:00.0,10767,2.1
11:24:00.0,10767.5,2.4
11:25:00.0,10766,19.6
11:26:00.0,10770,4
11:27:00.0,10767.33333,7.5666666
11:28:00.0,10764,2.5
11:29:00.0,10770,4
11:30:00.0,10766.66667,12.1666666
11:31:00.0,10768,2.8
11:32:00.0,10767.85714,3
11:33:00.0,10774.54545,19.2727272
11:34:00.0,10776.66667,3.8888888
11:35:00.0,10777.27273,5.3636363
11:36:00.0,10780,7.3700787
11:37:00.0,10789.31818,3.6136363
11:38:00.0,10791.66667,13.2083333
11:39:00.0,10790,12.5454545
11:40:00.0,10790,6.9230769
11:41:00.0,10790,7.7272727
11:42:00.0,10795,44.6666666
11:43:00.0,10800,20.4107142
11:44:00.0,10795.71429,5.4285714
11:45:00.0,10793.75,7.5
11:46:00.0,10790.625,5.75
11:47:00.0,10790,13.5714285
11:48:00.0,10782.5,7.5
11:49:00.0,10780,7.5
11:50:00.0,10779.69697,11.9696969
11:51:00.0,10780.73171,5.707317
11:52:00.0,10774,2.2
11:53:00.0,10781.66667,33.5
11:54:00.0,10780,13.2413793
11:55:00.0,10780,4.6
11:56:00.0,10789.54545,9.4545454
11:57:00.0,10789.67033,6.6593406
11:58:00.0,10790,10.4
11:59:00.0,10790,12.5
12:00:00.0,10788.69565,19.5652173
12:01:00.0,10795,1
12:02:00.0,10790,4.6666666
12:03:00.0,10790,1
12:04:00.0,10795,2
12:05:00.0,10792.30769,21.1730769
12:06:00.0,10793.33333,2.6666666
12:07:00.0,10790,1.2
12:08:00.0,10787.5,2.25
12:09:00.0,10796.36364,2.6363636
12:10:00.0,10800,2
12:12:00.0,10790,8.4545454
12:13:00.0,10790,8.4
12:14:00.0,10788.4507,12.5915493
12:15:00.0,10782.5,2.75
12:16:00.0,10783.33333,4
12:17:00.0,10777,5.9
12:18:00.0,10780,2
12:19:00.0,10782,18
12:20:00.0,10772.5,29.25
12:21:00.0,10781.5,4.5
12:22:00.0,10783.33333,5
12:23:00.0,10788.46154,27.7307692
12:24:00.0,10790,3
12:25:00.0,10790.71429,10.7142857
12:26:00.0,10788.75,16
12:27:00.0,10781.76471,33.7058823
12:28:00.0,10776.66667,5.5
12:29:00.0,10770.52632,8.5263157
12:30:00.0,10768,6.2
12:31:00.0,10776.66667,7.8888888
12:32:00.0,10769.13043,31.5652173
12:33:00.0,10761.53846,2.2307692
12:34:00.0,10759.96785,3.5562701
12:35:00.0,10759.62656,5.8008298
12:36:00.0,10759.12963,19.537037
12:37:00.0,10748.45528,19.6585365
12:38:00.0,10750,7.2666666
12:39:00.0,10750,10
12:40:00.0,10750,1.9090909
12:41:00.0,10751.66667,9.0555555
12:42:00.0,10750,4.6428571
12:43:00.0,10748.37838,4.054054
12:44:00.0,10748.46154,15.1153846
12:45:00.0,10752.1,22.6666666
12:46:00.0,10749.23077,6.3846153
12:47:00.0,10740,1.3333333
12:48:00.0,10745,1
12:49:00.0,10742.41379,32.6206896
12:50:00.0,10725.67901,6.1851851
12:51:00.0,10730,13.5
12:52:00.0,10730,9.7272727
12:53:00.0,10730,2.090909
12:54:00.0,10737.5,2
12:55:00.0,10730,10
12:56:00.0,10730,4
12:57:00.0,10730,10
12:58:00.0,10744,6.9
12:59:00.0,10733.33333,1
13:00:00.0,10739.7561,11.9756097
13:01:00.0,10741.55556,11.5777777
13:02:00.0,10740,6.5
13:03:00.0,10722.47059,11.2517647
13:04:00.0,10716.23256,9.2604651
13:05:00.0,10704.34889,13.058968
13:06:00.0,10705.53571,14.9583333
13:07:00.0,10713.125,12.675
13:08:00.0,10721.53846,13.5
13:09:00.0,10722.66667,10.45
13:10:00.0,10722.05128,6.7692307
13:11:00.0,10717.27273,4.3636363
13:12:00.0,10715,4.5
13:13:00.0,10720,1
13:14:00.0,10710.9375,2.0625
13:15:00.0,10719,18.7666666
13:16:00.0,10721.22449,13.6530612
13:17:00.0,10719.48276,4.9137931
13:18:00.0,10720,1.8
13:19:00.0,10710,8.0625
13:20:00.0,10700.63158,7.8947368
13:21:00.0,10688.84615,11.5384615
13:22:00.0,10677.93103,12.9310344
13:23:00.0,10673.11828,13.9677419
13:24:00.0,10669.77273,9.4431818
13:25:00.0,10657.5,24.01
13:26:00.0,10669.63855,7.8433734
13:27:00.0,10680.65217,13.6956521
13:28:00.0,10680,12.66
13:29:00.0,10683.94366,7.9647887
13:30:00.0,10693.85246,9.6147541
13:31:00.0,10704.34783,10.3043478
13:32:00.0,10708.23529,1.5882352
13:33:00.0,10709.25,5.1
13:34:00.0,10702.85714,23.8571428
13:35:00.0,10690,1
13:36:00.0,10700.46512,15.4651162
13:37:00.0,10705,5.25
13:38:00.0,10710,1
13:39:00.0,10711.76471,8.7647058
13:40:00.0,10727.5,13
13:41:00.0,10720,2.3333333
13:42:00.0,10719.23077,4.8461538
13:43:00.0,10717.05882,3.7058823
13:44:00.0,10720,1.75
13:45:00.0,10720,1.3636363
13:46:00.0,10719.42857,5.5428571
13:47:00.0,10721.42857,72.2857142
13:48:00.0,10730,2.75
13:49:00.0,10730,1
13:50:00.0,10729.64286,5.0714285
13:51:00.0,10730.65693,4.9489051
13:52:00.0,10731.16883,3.5454545
13:53:00.0,10730,2.4
13:54:00.0,10720,3
13:55:00.0,10720,1.6
13:56:00.0,10730,4.690909
13:57:00.0,10730,1
13:58:00.0,10718.88889,14.1111111
14:00:00.0,10710,4.8596491
14:01:00.0,10700,3
14:02:00.0,10700,17.0454545
14:03:00.0,10709.18919,9.4054054
14:04:00.0,10709.7561,7.8292682
14:05:00.0,10710,3.5
14:06:00.0,10703,3.9
14:07:00.0,10705.33333,2.2
14:08:00.0,10711.2,3.96
14:09:00.0,10720,1.3333333
14:10:00.0,10715.73333,9.3333333
14:11:00.0,10710,2
14:12:00.0,10712.57143,20.5714285
14:13:00.0,10710,1
14:14:00.0,10713.33333,1.3333333
14:15:00.0,10720.88235,5.2058823
14:16:00.0,10716.25,4
14:17:00.0,10715,6.75
14:18:00.0,10720,4.3636363
14:19:00.0,10720,2
14:20:00.0,10715,1
14:21:00.0,10720,6.5666666
14:22:00.0,10720,10.3125
14:23:00.0,10720,4.6
14:24:00.0,10730,5.0294117
14:25:00.0,10729.7561,6.707317
14:26:00.0,10731,3.8
14:27:00.0,10735,4
14:28:00.0,10730.81081,4.4594594
14:29:00.0,10732.85714,15.1428571
14:30:00.0,10731.2,8.44
14:31:00.0,10730,7.2631578
14:32:00.0,10741.71429,9.3428571
14:33:00.0,10744.51613,4.9032258
14:34:00.0,10745,1
14:35:00.0,10743.33333,10.3333333
14:36:00.0,10767.53316,8.7851458
14:37:00.0,10770.2521,7.6890756
14:38:00.0,10770,6.0628272
14:39:00.0,10770,5.7062937
14:40:00.0,10770,8.5294117
14:41:00.0,10776.95122,4.0609756
14:42:00.0,10774.31429,33.2571428
14:43:00.0,10770,6.7
14:44:00.0,10778.75,17
14:45:00.0,10776,3.9
14:46:00.0,10769.87179,9.7115384
14:47:00.0,10772.5,10
14:48:00.0,10809.83979,11.6461949
14:49:00.0,10829.99814,15.839851
14:50:00.0,10812.11009,12.207951
14:51:00.0,10803.57414,9.6501901
14:52:00.0,10811.41892,15.8716216
14:53:00.0,10834.01662,8.036011
14:54:00.0,10851.64179,13.0298507
14:55:00.0,10846.75,8.575
14:56:00.0,10850.7,7.795
14:57:00.0,10841.95313,7.8203125
14:58:00.0,10818.91213,11.7280334
14:59:00.0,10812.91892,9.5837837
15:00:00.0,10819.5082,16.0327868
15:01:00.0,10822.02381,6.7142857
15:02:00.0,10831.68224,11.2429906
15:03:00.0,10830.19231,9.5961538
15:04:00.0,10830,4.3285714
15:05:00.0,10830.58252,8.9417475
15:06:00.0,10809.87013,19.8701298
15:07:00.0,10792.1673,15.798479
15:08:00.0,10764.8157,14.7372013
15:09:00.0,10742.01674,10.6192468
15:10:00.0,10761.1194,14.7537313
15:11:00.0,10766.25,9.625
15:12:00.0,10748.21192,20.5165562
15:13:00.0,10743.31429,10.0114285
15:14:00.0,10719.54248,7.2352941
15:15:00.0,10720,8.5757575
15:16:00.0,10695.72082,5.7459954
15:17:00.0,10686.33803,6.7183098
15:18:00.0,10691.05263,5.2706766
15:19:00.0,10704.36293,6.6602316
15:20:00.0,10681.31373,8.6411764
15:21:00.0,10671.62651,5.7108433
15:22:00.0,10685.97561,9.402439
15:23:00.0,10683.52713,12.1046511
15:24:00.0,10669.65318,4.7861271
15:25:00.0,10673.56481,7.8472222
15:26:00.0,10684.61538,12.3076923
15:27:00.0,10670.83333,22.8333333
15:28:00.0,10663.87097,21.6774193
15:29:00.0,10649.01198,14.7814371
15:30:00.0,10649.5082,10.6721311
15:31:00.0,10631.84991,7.9511343
15:32:00.0,10615.21127,15.3239436
15:33:00.0,10616.47887,18.3661971
15:34:00.0,10619.23077,7.5961538
15:35:00.0,10621.27119,11.1694915
15:36:00.0,10630.28037,11.9439252
15:37:00.0,10642.7451,19.0235294
15:38:00.0,10671.71103,10.9961977
15:39:00.0,10674.15385,8.976923
15:40:00.0,10670.5,16.945
15:41:00.0,10676.81818,3.9090909
15:42:00.0,10672.61905,13.9285714
15:43:00.0,10680.54545,17.2363636
15:44:00.0,10680.75,19.2
15:45:00.0,10692.64706,20.8823529
15:46:00.0,10697.64706,1.4117647
15:47:00.0,10692.41379,17.2643678
15:48:00.0,10690.96774,10.1612903
15:49:00.0,10682.1978,6.9230769
15:50:00.0,10663.40909,5.215909
15:51:00.0,10660,5.3823529
15:52:00.0,10639.07173,12.7468354
15:53:00.0,10640.90909,1.9090909
15:54:00.0,10646.2234,14.393617
15:55:00.0,10644.50549,6.6923076
15:56:00.0,10650,6.288
15:57:00.0,10650.52632,2.4736842
15:58:00.0,10652.94118,14.5294117
15:59:00.0,10670,6
16:00:00.0,10662.43243,7.1351351
16:01:00.0,10673.47826,4.1304347
16:02:00.0,10660,19.8333333
16:03:00.0,10664.83871,6.7741935
16:04:00.0,10662.10526,2
16:05:00.0,10660.92857,8.0142857
16:06:00.0,10661.66667,9.3333333
16:07:00.0,10666.47059,9
16:08:00.0,10687.16049,11.4074074
16:09:00.0,10686.25,8.3541666
16:10:00.0,10681.11111,14.5
16:11:00.0,10680,1.7142857
16:12:00.0,10689.25926,2.7407407
16:13:00.0,10699.11565,12.6530612
16:14:00.0,10699.47368,1.7894736
16:15:00.0,10695,1
16:16:00.0,10700,15.4090909
16:17:00.0,10715.17544,10.1842105
16:18:00.0,10730.53763,9.4193548
16:19:00.0,10724.93151,18
16:20:00.0,10719.57746,8.4084507
16:21:00.0,10720,8
16:22:00.0,10710,9.2625
16:23:00.0,10701.40625,6.1875
16:24:00.0,10712.6087,19.9565217
16:25:00.0,10712,6.8
16:26:00.0,10709,47.3
16:27:00.0,10700,5.5531914
16:28:00.0,10697.77778,7
16:29:00.0,10691.30435,6.3913043
16:30:00.0,10693.57143,3.2142857
16:31:00.0,10689.87342,7.1012658
16:32:00.0,10687.73585,3.3396226
16:33:00.0,10690,18
16:34:00.0,10692.5,6.25
16:35:00.0,10698.92857,10.4642857
16:36:00.0,10693.75,16.3125
16:37:00.0,10688.88889,7.8888888
16:38:00.0,10691.11111,8.8888888
16:39:00.0,10700,5
16:40:00.0,10697.5,1.95
16:41:00.0,10690,12.25
16:42:00.0,10692.5,1.25
16:43:00.0,10689,4.9
16:44:00.0,10700,3
16:45:00.0,10709.46835,12.4810126
16:46:00.0,10710.47541,11.4262295
16:47:00.0,10700,17.15
16:48:00.0,10701.66667,9.0555555
16:49:00.0,10708,20.8
16:50:00.0,10700,7.6774193
16:51:00.0,10700,33.6666666
16:52:00.0,10700,12.3913043
16:53:00.0,10709.11111,9.6444444
16:54:00.0,10710,19.56
16:55:00.0,10708.8,19.2
16:56:00.0,10709.30233,13.2325581
16:57:00.0,10719.09091,28.1818181
16:58:00.0,10728.60465,3.488372
16:59:00.0,10733.33333,19.2651515
17:00:00.0,10730.26316,20.4210526
